1,1,1,-0.149
1,1,1,0.045
1,1,1,-0.532
1,1,1,-1.541
1,1,1,0.182
1,1,1,-0.069
1,1,1,1.128
1,1,1,0.764
1,1,1,-1.231
1,1,1,0.44
1,1,1,-0.396
1,1,1,-0.982
1,1,1,0.152
1,1,1,0.54
1,1,1,-0.868
1,1,1,0.432
1,1,1,-0.299
1,1,1,-0.018
1,1,1,0.222
1,1,1,0.315
1,1,1,0.51
1,1,1,-0.96
1,1,1,0.222
1,1,1,0.455
1,1,1,0.18
1,1,1,1.001
1,1,1,0.413
1,1,1,-1.291
1,1,1,-0.232
1,1,1,0.843
1,1,1,0.293
1,1,1,1.035
1,1,1,-0.447
1,1,1,0.251
1,1,1,-0.039
1,1,1,0.806
1,1,1,-0.388
1,1,1,0.789
1,1,1,-0.67
1,1,1,-0.812
1,1,1,-0.269
1,1,1,0.531
1,1,1,0.062
1,1,1,-0.078
1,1,1,0.141
1,1,1,1.12
1,1,1,0.955
1,1,1,0.063
1,1,1,0.748
1,1,1,-0.597
1,1,1,0.936
1,1,1,0.755
1,1,1,1.007
1,1,1,1.024
1,1,1,1.459
1,1,1,-0.111
1,1,1,-0.607
1,1,1,-1.058
1,1,1,0.281
1,1,1,0.05
1,1,1,-0.071
1,1,1,-0.285
1,1,1,-0.017
1,1,1,-0.534
1,1,1,0.54
1,1,1,-0.563
1,1,1,-0.619
1,1,1,-0.148
1,1,1,0.54
1,1,1,-1.181
1,1,1,-0.942
1,1,1,0.168
1,1,1,-0.461
1,1,1,0.241
1,1,1,-0.388
1,1,1,-0.113
1,1,1,0.003
1,1,1,-0.6
1,1,1,1.241
1,1,1,0.347
1,1,1,0.464
1,1,1,-0.246
1,1,1,0.171
1,1,1,-0.624
1,1,1,-0.925
1,1,1,0.19
1,1,1,-0.355
1,1,1,-0.859
1,1,1,0.54
1,1,1,-0.192
1,1,1,0.587
1,1,1,0.095
1,1,1,-1.447
1,1,1,-0.053
1,1,1,0.378
1,1,1,0.249
1,1,1,0.984
1,1,1,0.433
1,1,1,0.662
1,1,1,1.475
1,1,1,-0.48
1,1,1,0.094
1,1,1,0.423
1,1,1,1.567
1,1,1,0.038
1,1,1,0.725
1,1,1,0.115
1,1,1,-0.199
1,1,1,0.468
1,1,1,-0.047
1,1,1,1.109
1,1,1,-0.05
1,1,1,-0.142
1,1,1,0.429
1,1,1,1.496
1,1,1,1.098
1,1,1,-1.801
1,1,1,-0.957
1,1,1,0.925
1,1,1,-0.185
1,1,1,-1.158
1,1,1,-0.46
1,1,1,0.008
1,1,1,-0.982
1,1,1,-0.697
1,1,1,0.142
1,1,1,0.366
1,1,1,0.745
1,1,1,-0.778
1,1,1,0.743
1,1,1,1.211
1,1,1,-0.543
1,1,1,-1.36
1,1,1,-0.109
1,1,1,0.181
1,1,1,0.4
1,1,1,0.715
1,1,1,0.889
1,1,1,-0.095
1,1,1,-0.766
1,1,1,-1.263
1,1,1,-0.533
1,1,1,0.035
1,1,1,-0.753
1,1,1,-1.189
1,1,1,0.304
1,1,1,0.221
1,1,1,0.529
1,1,1,0.434
1,1,1,-0.007
1,1,1,1.212
1,1,1,-0.34
1,1,1,-0.656
1,1,1,-0.947
1,1,1,0.619
1,1,1,0.889
1,1,1,-0.241
1,1,1,-0.592
1,1,1,0.677
1,1,1,-1.352
1,1,1,0.095
1,1,1,-0.409
1,1,1,1.014
1,1,1,0.264
1,1,1,0.715
1,1,1,0.697
1,1,1,0.842
1,1,1,-0.764
1,1,1,-0.678
1,1,1,0.163
1,1,1,-0.672
1,1,1,-0.243
1,1,1,0.464
1,1,1,-0.274
1,1,1,-0.048
1,1,1,-0.206
1,1,1,0.358
1,1,1,0.013
1,1,1,0.388
1,1,1,0.259
1,1,1,0.411
1,1,1,0.047
1,1,1,-0.182
1,1,1,-1.646
1,1,1,0.91
1,1,1,0.094
1,1,1,0.657
1,1,1,0.564
1,1,1,-0.808
1,1,1,0.969
1,1,1,-0.905
1,1,1,-0.969
1,1,1,1.365
1,1,1,0.131
1,1,1,-0.517
1,1,1,-0.76
1,1,1,-0.178
1,1,1,-0.116
1,1,1,-0.4
1,1,1,0.571
