"id" "time" "V1" "V2" "V3" "V4" "V5" "V6"
1 1 -0.0552491583535857 0.0326740771874965 -1.10941368018624 -0.0676020041603773 -0.0823241949663362 0.319963390957632
1 2 -0.400156241900737 -0.129491886514892 -0.534060272664443 -0.96751248360487 -0.98481253547886 -1.12371958637476
1 3 -0.0128112448946537 -0.0119782206377889 -0.221699847166394 0.834493697525943 1.62318795355261 0.984842164141427
1 4 -0.820357958519565 -0.915724842360251 -0.573811203764754 -0.163190274830724 -0.0836042055465279 0.459587838901684
1 5 -1.36644117875297 -1.00078440249511 -0.334123751668421 0.961759031056725 1.2740057892481 -0.0100223193071626
1 6 -0.34083968875207 -0.680246490633026 0.221853162939069 -0.318162458366121 -0.787492685169612 1.0630796791006
1 7 -0.656240268516881 -0.41472769498374 -0.970750567550959 1.52573731499788 0.990127486809663 1.0604499774932
1 8 -2.10737556061284 -1.99874770876243 -1.82216565429034 0.864887635940796 0.571403485994679 0.995570161921811
1 9 -2.10473956496663 -0.304339456853742 -1.42750796343398 0.846483820715369 -0.751516697719019 1.11345531562832
1 10 -0.894989041453517 -0.525273466422403 -0.402847711264513 0.685393908648789 0.0667792306848973 0.424409967049822
1 11 0.196238115690521 -0.599833403663933 -0.595779127744842 0.152877295849098 0.552594736565273 0.527355419869989
1 12 -1.61288253860574 -0.72625655298307 -1.37237452903223 1.66196893728446 0.838578643601666 0.799971637205032
1 13 -0.395564164711349 -0.770129647104787 -0.743153560526807 0.591020185637919 0.237768272372448 0.177300223583698
1 14 -0.869115449929601 -0.575436511767817 0.0587394883831058 -0.360276773465512 -0.216766363820329 0.144779470748582
1 15 0.582621078109162 0.299742086492205 0.27824935996456 0.61867696149124 -0.156880784522137 0.363536649585989
1 16 0.547058593712468 0.711573753951265 0.360462299028445 0.689063857994402 0.39155233122124 0.756120631334568
1 17 -0.941715106505434 0.19388008456651 -0.745860390612407 1.00434735590058 0.150308637432199 0.799761829280592
1 18 0.786035942695039 0.185985537686644 -0.271829341708174 -0.670245995946546 0.187298378122087 -0.434942048199978
1 19 0.162120676561392 1.00062533247903 0.707524037140423 1.69299019028393 -0.141197281567087 0.0520174549727429
1 20 0.346914451209419 0.158118133839105 1.17023840569372 0.871521312971621 0.495012869454195 0.176931378442821
1 21 1.95139815008189 0.866925998747987 1.12890381525163 -1.68533260106001 -1.61283359692369 -1.82298912719363
1 22 3.58527990542489 2.29502675467152 2.679224073548 -1.06152898183729 -1.79176126264394 -0.888241079842773
1 23 3.68455538922077 4.62195967928767 1.57898454544047 -2.0175171406063 -1.31577880326105 -1.4620632758009
1 24 1.64423138101541 1.33158909293127 1.72670095464293 -1.59079614722802 -1.34722251768698 -1.49239854667052
1 25 2.09397678150144 1.99788088950893 3.06791416785915 -2.23072243189907 -1.93793465774014 -1.9063357116125
1 26 2.75732999456917 2.86116374173764 2.28285291578723 -0.961206655162377 -1.49520813686109 -1.09169218471753
1 27 2.66003079153654 2.59718862670118 2.32541589781589 -1.29524563179049 -2.03628354290931 -0.953944089664063
1 28 1.63484323369544 1.19116224599204 1.519031168345 -1.98064688157146 -1.45722459187593 -1.19140256706694
1 29 1.40808232374201 1.91738458828239 1.57051094477691 -1.7465688191175 -1.34704499735955 -0.66783279151688
