"id" "time" "prey" "predator" "x" "y" "cond" "regime"
1 0 2.97903171673031 1.21309172523957 3.10369910874636 1.2470367462531 1 1
1 0.0163879598662207 2.9563776660604 1.25285200936123 3.12184279624417 0.905853886122478 1 2
1 0.0327759197324415 2.82001998370199 1.31818876312753 2.99028775680838 1.69668511904553 0 2
1 0.0491638795986622 2.68895219295167 1.38242831173424 2.98755580320167 1.6158800010732 1 1
1 0.065551839464883 2.65379001761858 1.42082193192294 2.45726021963808 1.62847015844276 0 2
1 0.0819397993311037 2.52743197425738 1.48358643537352 3.72970941785891 1.35630373769553 0 1
1 0.0983277591973244 2.48617627215954 1.52068160629599 2.012767429186 1.58214224121713 0 2
1 0.114715719063545 2.36526059278145 1.58101369935203 2.19016776743279 1.67618722240438 0 2
1 0.131103678929766 2.24935552282771 1.63896353007576 2.03416185503776 1.42174365713689 0 1
1 0.147491638795987 2.20153587026827 1.67221298282843 3.0618629424196 1.2249825189869 0 1
1 0.163879598662207 2.15240946995462 1.70478175105948 1.71751028839622 1.74489993732068 1 1
1 0.180267558528428 2.10216056964966 1.73656978210754 2.62008202998235 1.2420547988299 0 2
1 0.196655518394649 1.99593321645672 1.78814754631 1.86835214465985 2.11345062554823 0 1
1 0.21304347826087 1.94411691250059 1.81680060323699 2.68453328807152 2.38453712355705 1 1
1 0.22943143812709 1.89190240624416 1.84433956267672 2.49149214289393 2.26756030528716 1 1
1 0.245819397993311 1.8394646482993 1.87069073044378 1.99998695384165 1.56941438534774 0 2
1 0.262207357859532 1.74494963351446 1.91407909476364 0.637436122401922 2.12882785323918 1 1
1 0.278595317725753 1.6928122958312 1.93676063647378 1.72690296703842 2.17387622158462 0 1
1 0.294983277591973 1.64104971490432 1.95804293291262 1.73605514540786 1.93010143470238 1 1
1 0.311371237458194 1.58979776032268 1.97788854987627 1.35592455269102 1.73668414129058 0 2
1 0.327759197324415 1.50784533679912 2.01231886843926 1.20513614103959 2.21918406792672 1 1
1 0.344147157190635 1.45824866057204 2.02830886265716 1.47129244612626 1.44903607338121 0 2
1 0.360535117056856 1.3832291024997 2.057675820986 1.74994803188508 2.49789612197467 1 1
1 0.376923076923077 1.33582955011885 2.06983175875321 0.563423847362791 1.15508666986122 1 1
1 0.393311036789298 1.28957266395661 2.08046227976433 0.652713011060115 2.04524482151368 0 1
1 0.409698996655518 1.24451470386724 2.0895833433878 1.09088292527104 1.63715161157879 1 1
1 0.426086956521739 1.20070139875196 2.0972167065276 0.0168700987193224 1.06338512199544 1 2
1 0.44247491638796 1.14028259981405 2.11665832900795 1.37441456859071 2.48608084842304 1 2
1 0.458862876254181 1.0830936908151 2.13358741424578 0.337674467820561 2.23901731758834 0 2
1 0.475250836120401 1.02899304304516 2.148138290572 0.200997650767631 1.97046580852352 0 1
1 0.491638795986622 0.990981623560711 2.14848649846768 0.926972804457256 1.90829712490578 0 1
1 0.508026755852843 0.954384028833683 2.14752152333727 0.9782331004692 1.95256805351794 0 1
1 0.524414715719064 0.919186129614716 2.14529460264932 0.554375399159239 2.46967866782433 0 1
1 0.540802675585284 0.885368559300516 2.14185846301916 0.669847894233985 2.02465094909446 1 1
1 0.557190635451505 0.85290743434392 2.13726686001892 0.61436749534413 2.65146695571851 0 2
1 0.573578595317726 0.812687264169397 2.14399669935229 -0.237497093849465 2.47255778676385 0 1
1 0.589966555183947 0.782868354149723 2.1369001208629 1.79977954260374 2.92228815848083 0 1
1 0.606354515050167 0.754331423181387 2.12880888897858 1.25976759902028 1.97849341590923 1 2
1 0.622742474916388 0.7198978466602 2.1325161307777 0.817339830582387 1.06182061005852 0 2
1 0.639130434782609 0.687269237038704 2.1349494002644 0.569486567747792 1.59225999903896 0 1
1 0.65551839464883 0.662295181058302 2.12359811005111 0.227639068227712 1.40244437738783 0 1
1 0.67190635451505 0.638474472929164 2.11146287885652 0.945724261362798 2.26359839677096 0 1
1 0.688294314381271 0.615762895081879 2.09859677088275 0.127740224396529 1.77840000701981 0 1
1 0.704682274247492 0.594116431595786 2.08505116929481 0.709097424129621 1.66236937477422 1 1
1 0.721070234113713 0.573491521811073 2.07087568335248 1.05743949128114 1.64705774727998 0 2
1 0.737458193979933 0.549652913779493 2.07055987781196 0.830570929881538 2.03658998132552 1 1
1 0.753846153846154 0.530835763308037 2.05501556683345 0.832080042597142 1.88676841779641 1 2
1 0.770234113712375 0.509318997015566 2.053854097845 0.455844068313417 1.32290147366816 0 1
1 0.786622073578595 0.492161901349608 2.03711614242947 0.333294157700086 1.47312512747477 1 2
1 0.803010033444816 0.472728087343607 2.03531771370322 0.598954291845143 1.52076144875997 0 2
1 0.819397993311037 0.454205674149479 2.03295804484345 0.284076793292319 1.92277196070894 1 1
1 0.835785953177258 0.439217746483953 2.01460607129535 1.08084525369397 2.21378061882459 0 2
1 0.852173913043478 0.422478160189997 2.01188423291196 0.683899601202403 1.86474807843331 1 1
1 0.868561872909699 0.408825152195243 1.99270811823436 0.0935439922410621 2.01736058414385 1 1
1 0.88494983277592 0.395863770813142 1.97328451707801 0.625329454989831 2.14434368086096 1 2
1 0.901337792642141 0.381503334699373 1.9705913899619 0.43327504043506 2.08584595969625 0 1
1 0.917725752508361 0.369680066632828 1.95052820701536 0.643823912406374 1.97125126048419 0 1
1 0.934113712374582 0.358459863593887 1.93030489339786 0.760117493018257 1.63390116115826 1 1
