"ID" "Time" "ca" "cn" "wp" "hp" "x1" "x2"
1 1 "0" -1.0655789548958 -0.693635749242836 0.873447729266178 -1.44895765604451 -2.13183013256639
1 2 "0" NA NA NA 1.41750510362908 0.542390156071633
1 3 "1" -0.645795576095578 -2.07755305673851 1.4762698724988 -1.40100954612717 -2.88024813076481
1 4 "0" -1.42154993876101 -0.516180900467162 0.566440266338955 -1.44143655477092 -0.222505948506296
1 5 "1" -1.76387064838811 0.061143057207219 1.84981724561844 -2.13157873274758 1.27863821620122
1 6 NA -0.486083330499206 1.59295365267133 1.75555922542392 -1.50221448624507 2.54374656267464
1 7 NA NA NA NA 1.01005329703912 0.127681714016944
1 8 "0" NA 1.00452411383376 -0.968536570546351 0.117223138455302 -2.1217082971707
1 9 "1" 2.60625029946237 0.0565324966121297 NA 2.59293925669044 -0.262831492815167
1 10 "0" 0.453472062283862 -1.0927657692195 -0.374458930417218 0.230738652404398 -2.45380671322346
1 11 NA -1.21896756253475 1.68650636259744 NA -0.702149275224656 2.97834651125595
1 12 NA -3.23087347069597 0.812151086052999 1.31335265586918 -1.12511019408703 0.945890421979129
1 13 "1" 0.0619592011772041 -0.912728136605298 -0.629797843772823 -1.52344563044608 0.631238160654902
1 14 NA NA NA NA 0.857735374476761 0.414415053091943
1 15 NA -0.206733338175383 2.15574553286233 0.790353213183618 -1.66117837093771 1.9629324786365
1 16 NA NA 0.62917183421714 NA 1.41439786087722 0.121102614328265
1 17 "0" -0.777771339597053 0.325940971896967 0.309285111630445 -2.54983726143837 0.369584951084107
1 18 "1" 0.410894274955721 1.01177495842332 1.65906453098993 0.458251361735165 -0.526572880335152
1 19 NA NA NA NA 2.01200112048537 2.9673331012018
1 20 NA NA 0.784694540572024 NA -0.196222369093448 0.997273072600365
1 21 NA NA NA NA 2.37037899764255 2.97144033992663
1 22 "1" -1.58873247672263 NA 1.25061531705715 -2.21237184433267 1.27352738007903
1 23 "1" -0.971299623534168 NA NA 0.648580874316394 1.98385848244652
1 24 NA NA NA -1.00938980509119 2.6365213659592 0.881602903828025
1 25 NA NA 1.40080325134767 0.183197054427572 0.571681021247059 2.78420367278159
1 26 "1" 2.87509353280329 -1.54548956805856 -0.560598362111204 2.89616468036547 -2.56214127503335
1 27 "1" -2.7936286356038 0.967316247043508 2.20697946688841 -2.42390387272462 -2.21494606230408
1 28 "0" 0.141732604977764 -0.104532151003592 0.774783845109237 -1.49038072815165 -1.10788927227259
1 29 "0" 0.546350053347446 -0.562788953407923 -0.632114086908338 -0.0190965458750725 -0.423186385072768
1 30 "0" -2.17804370295114 0.173092156656387 -0.339949362747515 -2.57114817760885 -1.95912028150633
1 31 "1" -1.80190777606491 0.712212050925169 NA -2.2512897066772 -1.14804021595046
1 32 "1" 0.177896490030084 1.39777297524761 2.9050641838842 -2.72823113249615 1.50984768429771
1 33 "0" 0.855234312546914 -2.08240732368409 0.8257824512723 -1.89249982265756 -1.34804289601743
1 34 "0" 2.10944068493928 -1.79451242529466 1.09027998841216 0.773047221824527 0.283434132579714
1 35 NA NA NA NA 0.613577303476632 1.38119705859572
1 36 "1" 1.03275716762484 -1.0009809203839 0.782802806832648 0.388029330410063 2.75081817666069
1 37 NA -0.198180181418839 NA NA 1.26099236821756 2.99951361212879
1 38 "1" -1.8132494028842 2.59915032518385 1.40306360582324 -2.53343436308205 -0.719820247963071
1 39 NA 0.120017124940986 1.00207608656532 -0.842913641184643 1.68616650765762 -0.619291667360812
1 40 "1" -2.82914147343943 3.03053006054409 1.40211169136192 -2.99587222840637 -1.75787948537618
1 41 "0" 0.173400027221262 1.01020962054142 0.437774019038569 -2.68508131569251 -1.14249186264351
1 42 "0" 1.17173859330438 -0.75174315361467 -0.723343916499927 2.02355488110334 -1.46223643887788
1 43 "1" NA -0.544262030645791 0.179735839538642 2.09220615355298 -0.979850174859166
1 44 NA -0.212892764944808 -1.72147319522333 NA 1.78949844650924 0.450649447739124
1 45 "0" 0.802123948871532 -1.20446642916543 NA 0.0310924546793103 1.01996301859617
1 46 "1" -1.53870471535261 0.101595793802965 NA -2.8102097120136 2.16854280140251
1 47 "1" NA -0.230197063298932 NA 0.0467459047213197 1.46112708561122
1 48 "0" -1.2004939350434 1.26125688883814 0.862071082432126 -2.75552599132061 -0.164140397217125
1 49 "1" -0.414852478883625 1.64994000893714 NA 0.519889164716005 -2.37380163744092
1 50 "0" -0.54589964523599 1.38835573864417 -0.423139344268164 -2.56530500343069 -2.82079527899623
1 51 NA -0.400615136396574 NA NA 1.21169765805826 0.588937278371304
1 52 "0" NA NA NA 0.317370933014899 2.5624013543129
1 53 "1" -1.13722233633431 2.81466397001762 NA -2.45762972999364 0.502128642518073
1 54 NA -2.40348301407248 3.8998672082765 1.5010660667507 -2.82798221334815 0.135419949889183
1 55 NA NA 1.72300472411035 -0.853807266739389 2.82978173252195 -2.34700758755207
