"ID" "Time" "V1" "V2" "V3" "V4" "V5" "V6" "F1" "F2"
1 1 1.83853279488943 2.95531608363123 1.53814994220368 1.34430253773931 2.95325848853058 2.30816584786319 1.62336314385015 1.61839935180936
1 2 1.85959735485566 4.6806532864865 1.30706828863572 -0.149880848603281 0.323966082413826 -0.511535659892218 1.78901202116107 -0.181169907728185
1 3 0.754629011516121 0.766549813938004 0.0877238531897713 3.35100372237719 6.28703013962603 4.06407807033314 0.260575701826399 2.99887803611819
1 4 3.57278852000595 6.3455330866089 2.90877517197423 9.3435551555699 18.7736503505201 9.21793137925587 3.28244565876827 9.47633604083764
1 5 -0.447986629566438 -0.109937082451502 1.33512639261966 5.51799449735897 10.2403855597546 4.47471553753139 0.694537758150527 5.127535875872
1 6 -0.589029906883825 -1.0886774331675 0.920516338936458 2.39468085167812 4.96930069279511 2.63495696575031 -0.120844472871708 2.5358128686573
1 7 -0.155498016135728 0.800912494729666 0.386322262484659 6.50877860948317 10.8132525791795 5.58288324156069 0.00111622276225543 5.20581290466244
1 8 0.829156716336255 0.370663368270142 1.36643807275353 7.66151596007902 14.4464060754744 8.03434833368057 0.457163494767001 7.34677349164425
1 9 0.639083833723598 3.00166023587679 0.108087971093168 5.8509223288837 12.027459413385 5.83822890118974 1.02141215951428 5.4984485804699
1 10 -1.46950246095681 -2.13006544849433 -0.364541280566023 -2.56376428968433 -5.90917314454597 -3.78642281870119 -0.936894521003818 -2.75041967853111
1 11 -0.903177044457731 -3.42489047437495 -0.505472873779579 -5.2400535439348 -7.83055312902754 -3.96140251130627 -1.25363222545902 -3.89344357499377
1 12 -2.46296013284127 -7.45241947306954 -3.77181672734512 -0.853243753782491 -4.74367429177338 -2.17647252735765 -3.83226197566934 -2.56868324390481
1 13 -0.785568431701774 -1.45711397830017 -0.217160977373848 1.16664190947195 2.71595648330407 1.68748320486908 -0.550476473307714 0.882084509326846
1 14 -1.02896415662378 -3.13073717785129 -2.22172372072165 0.278557253316875 -1.93886451663702 -0.70211338675808 -1.29914626199993 -1.01660507629165
1 15 -2.28110994040343 -6.01586733711264 -1.78517951410251 -4.13336487951749 -10.9676783987946 -4.39880975085779 -2.24148613171454 -5.05992354229764
1 16 -0.168407453600597 -1.36947197231436 -1.08013512213539 0.500432133251738 -0.646319658175293 1.22206592511466 -0.468933279755471 -0.14555590994875
1 17 -0.516678612681511 0.132790418430061 -0.193023600692232 -0.7340515940643 0.573806040269278 0.318224052774066 -0.062633908431019 0.0400942185612941
1 18 -2.28043981482071 -2.22380156721706 -1.01549815456604 -5.75660538836962 -9.78921695281183 -5.35147349330039 -1.44028690371594 -4.46026145377619
1 19 -1.27712796904084 -0.652485581742077 -1.86850596889177 -4.28224451866474 -8.92334863176825 -4.59404929498379 -1.0941615207679 -4.31817441255024
1 20 0.522217089587678 0.229304071051623 0.649124934619169 -1.07022429902403 -2.12230997596221 -0.289285512070405 0.267539090342476 -1.29480631651095
1 21 -1.04960259463045 -4.04468763197236 -2.15839485217648 -5.95711884920707 -12.8954725864983 -6.48646034423317 -2.29086958688525 -6.29977976734726
1 22 -0.245571498293459 -1.09476930817708 -0.381196435205055 -6.10959180419793 -11.7980340815145 -6.27756086901982 -0.80750288197603 -6.18038238983605
1 23 0.556097534963877 3.36982292789578 1.37553485484488 3.50595455227129 3.31896799655907 2.06922003789083 1.19536789745738 1.75513256561558
1 24 1.14031580367943 1.13649806293734 0.82795901971941 7.35328046505251 13.2411688310605 6.42755623891401 0.897932884747391 6.65778979418345
1 25 1.05192448183548 1.58862523914491 0.561106668953486 6.26396220054385 12.4191408469458 5.48611324011291 0.358053803937811 6.20651572829365
1 26 0.986415934684997 4.11324281616221 2.41075678731019 5.21132670922633 12.1638231993565 6.34072031180291 1.29276661192814 5.74523762993457
1 27 -0.0251809374802759 0.551444469249957 0.574573094002171 4.10055361059475 6.51114725988291 3.0408223591812 0.469623129813284 3.70740410259775
1 28 -0.351601640077663 -2.13028737348461 -0.750554002409468 -1.20535291043867 -3.39255594531392 -0.433477413008192 -1.05638954862997 -1.4922427502943
1 29 -0.463489344246726 -2.46034635416422 -1.28261589046072 -2.62819071108481 -5.09461382561539 -3.01466372894468 -0.776663980199759 -2.29046644560918
1 30 -2.04178826285772 -4.04526641056572 -1.95335635502921 -3.27349387948373 -4.8599752555402 -2.77297195565205 -2.02349609958735 -2.63345455943544
1 31 1.19232470024638 1.65229079251459 1.83753156267337 0.220160596094844 -0.738494658497946 0.488995342057712 0.930045578515371 0.167084165460951
1 32 -0.606612045048457 -0.123709754264379 0.242052285312636 0.854783218176088 -1.41976363894904 0.312279795573097 0.320828171838875 0.0151132813648995
1 33 0.401908527623197 2.63622143460745 1.28676710614808 1.34598573416664 2.47264602909287 1.21924853209552 0.937208715052785 1.41259891384462
1 34 -1.38803570651268 -0.611982317877082 -0.59067318527587 -1.24361757922081 -3.37100513088101 -1.9074051979764 -0.396853668486009 -1.87235536130458
1 35 -3.38641006371308 -5.80472072581933 -3.15403591660748 -5.01881923218394 -11.4466952392528 -6.14097118364864 -3.04854504139903 -5.52133287154133
1 36 -3.5486024274362 -2.94308309477116 -0.838380458144079 -1.90469338102811 -2.91929083568786 -0.854403213787198 -1.07321965082956 -1.67121419297059
1 37 -0.913767378874796 -0.126748096918647 -0.425005384828261 -4.57737745988547 -8.00008332906422 -4.10899355699907 -0.436014694236891 -4.45494136223444
1 38 -1.29362684506137 -1.74957397254237 -1.02677383025208 -4.97743774124719 -10.1737962160737 -5.94868940349411 -0.797635653033987 -5.07904832287071
1 39 0.420564958083468 -0.594529990960843 -0.693460793523017 -4.98204336194706 -11.5413934061475 -5.79060390870103 -0.148163662094672 -5.64032293715048
1 40 1.88111856135943 0.904177213829987 1.00359677307263 -7.60962650984656 -14.0475437475759 -7.37200491096836 0.953275241173247 -7.19539764854215
1 41 -0.734338822201526 -2.75578616383462 -0.46849792304116 -7.04915051347049 -16.1315733468617 -7.1241952271916 -0.932497615934714 -8.16813975901054
1 42 -0.545214069055747 -2.52113553509717 -1.08127973509916 -4.27302355053143 -9.37157913503474 -4.04595324017522 -1.04461210631634 -4.31203399900963
1 43 0.0625980948608444 0.13451420225065 1.25936395330936 -0.437269711866536 -1.71776810131158 -1.75603155017555 0.0744514574948051 -1.13470061122808
1 44 -2.90550665995793 -5.50151731418664 -3.3071624839283 -4.98594117666314 -10.5252554600799 -7.03788627428802 -2.74723952346354 -5.24867783882753
1 45 -2.97555938551184 -3.65392778840022 -1.4538687786723 -5.06024813855505 -10.6304661037881 -4.00418625851013 -2.00383901513767 -4.82552429578102
1 46 0.154070121735605 0.704775310136732 1.57300567804261 -4.51278925754304 -5.55059153212481 -1.88299297355241 0.213840056526812 -2.47158235296366
1 47 0.890569965561055 1.41356853343672 1.18112691633894 -2.87947204803139 -6.34022508241494 -2.99269339468141 0.525860282960587 -2.79323486810118
1 48 -1.08088573508806 -1.64758828968927 -0.505261942947617 0.825491459194266 -0.0514638295919287 -0.13875683335207 -0.425696223609542 -0.538189055800733
1 49 0.631734216103485 -0.337091105874633 0.0165572410382352 3.03999685055017 6.85994470316369 0.998000663009583 0.153791668407471 2.9119327883841
